0,0,107,32,0,0,0,10,53320
0,0,109,20,0,0,0,19,100644
0,0,106,28,0,0,0,26,137745
0,0,108,32,0,0,0,67,354281
0,0,105,30,0,0,1,94,501089
0,0,110,26,0,0,1,93,495898
0,0,102,30,0,0,1,85,453562
0,0,104,32,0,0,1,80,427144
0,0,103,20,0,0,1,73,390383
0,0,101,27,0,0,1,69,369135
0,0,107,32,1,0,0,10,53320
0,0,109,20,1,0,0,19,100644
0,0,106,28,1,0,0,26,137745
0,0,108,32,1,0,0,67,354281
0,0,105,30,1,0,1,94,501089
0,0,110,26,1,0,1,93,495898
0,0,102,30,1,0,1,85,453562
0,0,104,32,1,0,1,80,427144
0,0,103,20,1,0,1,73,390383
0,0,101,27,1,0,1,69,369135
0,1,113,28,0,0,0,1,5757
0,1,112,34,0,0,0,2,11143
0,1,114,23,0,0,0,32,169349
0,1,115,23,0,0,0,43,227430
0,1,121,32,0,0,0,63,333161
0,1,119,29,0,0,1,99,527518
0,1,117,25,0,0,1,96,511742
0,1,122,28,0,0,1,87,464182
0,1,118,29,0,0,1,77,411351
0,1,111,28,0,0,1,41,221276
0,1,120,25,0,0,1,27,147434
0,1,116,32,0,0,1,18,99778
0,1,113,28,1,0,0,1,5757
0,1,112,34,1,0,0,2,11143
0,1,114,23,1,0,0,32,169349
0,1,115,23,1,0,0,43,227430
0,1,121,32,1,0,0,63,333161
0,1,119,29,1,0,1,99,527518
0,1,117,25,1,0,1,96,511742
0,1,122,28,1,0,1,87,464182
0,1,118,29,1,0,1,77,411351
0,1,111,28,1,0,1,41,221276
0,1,120,25,1,0,1,27,147434
0,1,116,32,1,0,1,18,99778
0,2,131,32,0,0,0,11,58609
0,2,133,19,0,0,0,19,100623
0,2,136,27,0,0,0,22,116600
0,2,132,25,0,0,0,24,127127
0,2,126,34,0,0,0,36,190655
0,2,130,32,0,0,0,37,195888
0,2,140,27,0,0,0,47,248593
0,2,123,20,0,0,0,48,253777
0,2,128,34,0,0,0,77,407127
0,2,127,30,0,0,1,91,485249
0,2,138,28,0,0,1,79,421942
0,2,139,26,0,0,1,68,363898
0,2,124,28,0,0,1,65,348003
