0,0,1,10,1,1,1,1,1
0,1,2,20,1,1,1,1,1
0,30,1,30,1,1,1,1,2
0,31,2,40,1,1,1,1,2
0,60,1,50,1,1,1,1,3
0,61,2,70,1,1,1,1,3
0,90,1,60,1,1,1,1,4
0,91,2,80,1,1,1,1,4
0,120,1,110,1,1,1,1,5
0,121,2,90,1,1,1,1,5
0,150,1,120,1,1,1,1,6
0,151,2,100,1,1,1,1,6
0,180,1,140,1,1,1,1,7
0,181,2,130,1,1,1,1,7
0,210,1,150,1,1,1,1,8
0,211,2,155,1,1,1,1,8
0,240,1,160,1,1,1,1,9
0,241,2,165,1,1,1,1,9
0,270,1,170,1,1,1,1,10
0,271,2,175,1,1,1,1,10
0,300,1,180,1,1,1,1,12
0,301,2,185,1,1,1,1,12
0,330,1,170,1,1,1,1,13
0,331,2,175,1,1,1,1,13
0,360,1,180,1,1,1,1,14
0,361,2,185,1,1,1,1,14
0,390,1,190,1,1,1,1,15
0,391,2,195,1,1,1,1,15
0,420,1,200,1,1,1,1,16
0,421,2,205,1,1,1,1,16
0,450,1,210,1,1,1,1,17
0,451,2,215,1,1,1,1,17
0,480,1,220,1,1,1,1,18
0,481,2,225,1,1,1,1,18
